record_id,date,property_type,location,competitor_price,dynamic_price,demand_forecast,available_units,units_sold,revenue,resource_utilization,customer_id,customer_age,customer_gender,loyalty_tier,booking_channel,booking_lead_time_days,segment,campaign_id,promo_sent,promo_response,promo_click_rate,sentiment_score,ancillary_purchase,avg_spend_on_site,staff_hours,maintenance_flag,energy_consumption,delay_minutes,risk_level,route_distance_km,flight_speed_knots,fdm_anomaly_flag
495,2024-01-26,Flight,LHR,518.35,730.71,0.91,136,119,86954.49,0.875,48368,40,F,None,Corporate,52,Business,CAMP_A,True,False,0.52,0.3,False,106.19,29.98,False,2160.0,8.44,Low,3111.0,902.16,False
496,2024-08-01,Flight,SIN,530.48,566.25,0.57,362,200,113250.0,0.552,33758,20,F,Gold,Direct,86,Other,CAMP_C,True,False,0.28,0.73,False,49.97,31.82,False,2432.22,48.5,Low,7373.0,858.47,False
497,2024-05-06,Flight,LHR,431.91,428.8,0.49,397,195,83616.0,0.491,31408,20,F,Gold,Agent,58,Business,CAMP_B,True,False,0.11,-0.44,True,64.73,31.16,False,2031.31,21.43,Low,8519.0,844.89,False
498,2024-09-28,Flight,DXB,515.53,571.48,0.61,392,241,137726.68,0.615,20989,29,M,None,Agent,75,Leisure,CAMP_A,True,False,0.04,0.8,True,64.02,34.51,False,2046.26,42.18,Low,5871.0,933.74,False
499,2024-07-11,Flight,SIN,506.15,623.47,0.73,332,241,150256.27,0.726,26338,38,M,None,Agent,55,Leisure,CAMP_B,True,True,0.29,-0.84,False,22.08,33.81,False,2033.02,7.63,Medium,5874.0,827.62,False
500,2024-06-14,Hotel,DXB,230.5,267.19,0.66,112,77,20573.63,0.688,19084,32,M,None,Direct,110,Business,CAMP_A,True,True,0.4,0.7,True,114.06,6.76,False,116.86,19.51,Low,,,
501,2024-07-18,Hotel,DXB,165.01,217.75,0.82,52,37,8056.75,0.712,38550,50,M,Gold,Corporate,21,Business,CAMP_A,True,True,0.54,0.34,False,58.15,6.0,True,209.37,4.79,Low,,,
502,2024-01-13,Hotel,SIN,192.6,233.45,0.71,232,164,38285.8,0.707,44331,49,M,Gold,Direct,81,Business,CAMP_C,True,False,0.47,-0.41,False,21.88,10.06,False,147.29,8.6,Low,,,
503,2024-01-07,Hotel,LHR,242.0,275.08,0.64,82,52,14304.16,0.634,16947,35,F,Gold,Agent,62,Business,CAMP_B,True,False,0.59,0.63,True,53.73,7.18,False,153.95,17.18,Low,,,
504,2024-05-27,Hotel,SIN,240.01,267.53,0.61,82,46,12306.38,0.561,15281,29,F,None,Direct,72,Business,CAMP_C,True,True,0.2,0.22,True,28.72,3.23,False,222.11,0.9,Low,,,
505,2024-01-17,Hotel,SYD,253.94,370.16,0.96,103,97,35905.52,0.942,22669,56,F,None,Corporate,54,Business,CAMP_A,True,False,0.59,1.97,True,54.74,13.47,False,168.41,8.31,Low,,,
506,2024-01-02,Flight,JFK,402.05,516.98,0.79,306,235,121490.3,0.768,35616,55,F,None,Direct,86,Leisure,NONE,False,False,0.0,-0.05,False,30.03,31.93,False,1935.82,42.84,Low,4258.0,927.96,False
507,2024-05-13,Flight,SYD,514.06,636.2,0.74,201,144,91612.8,0.716,14945,42,F,None,Corporate,17,Business,CAMP_A,True,False,0.36,0.29,False,23.84,27.33,False,2130.62,30.51,Low,2347.0,893.84,False
508,2024-07-15,Flight,DXB,483.13,651.2,0.85,374,321,209035.2,0.858,44502,41,F,None,Corporate,38,Leisure,CAMP_C,True,False,0.5,0.29,False,21.68,27.46,False,2499.76,24.55,Low,1912.0,851.68,False
509,2024-02-17,Flight,JFK,559.76,733.72,0.81,380,312,228920.64,0.821,29165,31,M,None,Corporate,8,Family,CAMP_B,True,False,0.22,0.32,False,55.18,34.62,False,2208.69,38.13,Low,6131.0,769.18,False
510,2024-09-14,Hotel,HKG,254.78,280.44,0.6,255,148,41505.12,0.58,47361,61,M,None,Corporate,40,Leisure,NONE,False,False,0.0,0.58,True,73.76,8.15,False,166.33,0.7,Low,,,
511,2024-06-23,Hotel,SYD,186.84,253.96,0.86,124,103,26157.88,0.831,33928,18,M,None,OTA,114,Other,CAMP_A,True,False,0.02,-0.75,True,130.96,10.24,False,104.92,18.04,Low,,,
512,2024-05-09,Hotel,SYD,186.82,193.21,0.53,250,131,25310.51,0.524,16563,28,F,Gold,Corporate,52,Leisure,CAMP_A,True,True,0.44,0.32,True,15.55,8.57,False,130.63,10.5,Low,,,
513,2024-10-03,Flight,HKG,507.8,781.37,1.04,304,304,237536.48,1.0,24942,69,F,Silver,Corporate,21,Business,CAMP_B,True,False,0.08,0.11,False,33.15,26.63,False,2011.58,19.31,Low,10007.0,818.04,False
514,2024-07-04,Hotel,CDG,222.61,308.65,0.89,168,145,44754.25,0.863,38037,34,F,None,Corporate,76,Leisure,CAMP_A,True,False,0.06,0.56,True,14.64,10.68,False,246.05,16.86,Low,,,
515,2024-09-19,Hotel,DXB,265.28,393.21,0.98,167,166,65272.86,0.994,10785,40,F,None,Corporate,6,Leisure,CAMP_A,True,True,0.3,0.27,False,83.85,7.46,False,179.53,2.93,Low,,,
516,2024-09-10,Hotel,LHR,188.54,224.68,0.69,257,178,39993.04,0.693,15810,35,F,Silver,Agent,105,Leisure,CAMP_B,True,False,0.25,-1.43,False,35.61,10.1,False,167.23,3.33,Low,,,
517,2024-05-20,Flight,JFK,494.5,544.9,0.6,204,117,63753.3,0.574,12647,53,M,Silver,OTA,108,Leisure,CAMP_C,True,True,0.35,-0.62,True,3.74,25.95,False,2656.57,74.47,High,2339.0,820.93,False
518,2024-03-10,Hotel,LHR,126.54,143.61,0.63,139,83,11919.63,0.597,43595,42,F,Gold,Corporate,42,Business,CAMP_B,True,False,0.02,0.39,True,5.59,5.29,False,53.0,19.31,Low,,,
519,2024-12-18,Hotel,HKG,293.79,349.33,0.69,70,48,16767.84,0.686,42864,63,F,Gold,Corporate,85,Leisure,NONE,False,False,0.0,0.03,True,60.38,8.1,False,124.73,14.18,Low,,,
520,2024-05-27,Flight,DXB,454.11,596.42,0.81,388,316,188468.72,0.814,12188,63,F,Silver,Corporate,2,Business,CAMP_A,True,False,0.25,-0.33,True,58.26,31.41,False,1989.26,41.65,Low,1221.0,814.03,False
521,2024-07-25,Hotel,DXB,203.83,296.46,0.95,176,165,48915.9,0.938,44425,70,M,None,OTA,46,Business,CAMP_B,True,True,0.32,0.23,False,33.79,8.13,False,218.23,9.55,High,,,
522,2024-02-06,Hotel,SIN,173.54,241.22,0.89,166,147,35459.34,0.886,43611,23,F,Gold,Corporate,9,Other,NONE,False,False,0.0,0.66,True,102.73,8.4,False,148.37,6.11,Medium,,,
523,2024-02-11,Hotel,HKG,160.16,200.47,0.75,131,102,20447.94,0.779,33915,34,M,Silver,OTA,102,Business,CAMP_B,True,True,0.41,-0.56,False,22.78,10.91,False,92.6,1.41,Low,,,
524,2024-09-05,Hotel,JFK,237.7,342.21,0.94,125,121,41407.41,0.968,26650,67,F,None,Direct,110,Family,CAMP_B,True,False,0.03,0.95,False,41.54,10.25,False,121.12,2.11,Medium,,,
525,2024-06-13,Hotel,SIN,260.71,322.21,0.74,112,84,27065.64,0.75,24187,51,F,None,Direct,41,Family,CAMP_C,True,False,0.03,0.09,False,16.62,8.94,False,92.27,0.98,Low,,,
526,2024-12-03,Flight,HKG,297.85,349.4,0.67,243,160,55904.0,0.658,30031,67,M,Silver,Direct,80,Business,CAMP_A,True,False,0.46,0.53,True,70.96,24.7,False,2074.85,48.26,Low,13447.0,836.68,False
527,2024-07-17,Hotel,LHR,194.45,232.52,0.7,187,131,30460.12,0.701,45714,68,F,Silver,Agent,75,Family,CAMP_C,True,False,0.06,-0.36,True,35.93,7.14,False,137.23,3.84,Low,,,
528,2024-07-10,Flight,CDG,523.81,682.27,0.8,319,258,176025.66,0.809,19332,55,F,Platinum,OTA,90,Business,CAMP_B,True,False,0.2,-0.69,False,145.4,27.56,False,1935.32,28.13,Medium,7283.0,849.3,False
529,2024-09-13,Hotel,LHR,153.65,208.06,0.85,178,154,32041.24,0.865,40709,50,M,None,Corporate,65,Leisure,CAMP_B,True,False,0.43,0.36,False,27.59,9.66,False,101.03,2.88,Low,,,
530,2024-08-04,Flight,SYD,369.83,459.05,0.74,152,114,52331.7,0.75,37494,19,F,Silver,Direct,17,Leisure,CAMP_A,True,False,0.1,-0.28,False,49.11,30.12,False,2445.36,13.91,Low,3713.0,867.49,False
531,2024-04-18,Hotel,DXB,255.11,331.77,0.8,76,59,19574.43,0.776,15792,38,F,Silver,Direct,21,Leisure,CAMP_A,True,True,0.59,-0.13,False,32.63,6.31,False,139.87,11.49,Low,,,
532,2024-06-26,Hotel,CDG,207.52,254.81,0.73,263,190,48413.9,0.722,13045,70,F,Silver,Corporate,64,Business,CAMP_B,True,False,0.31,-0.53,False,150.0,5.44,True,140.24,6.54,Medium,,,
533,2024-08-11,Hotel,HKG,130.63,129.78,0.49,261,129,16741.62,0.494,15868,29,M,None,Corporate,0,Family,CAMP_A,True,False,0.47,0.9,False,51.97,7.21,False,125.15,2.25,Low,,,
534,2024-11-25,Flight,SYD,475.79,709.95,0.99,216,216,153349.2,1.0,42679,67,F,Gold,Corporate,110,Business,NONE,False,False,0.0,-0.02,True,50.61,24.97,False,1627.75,20.61,Low,7197.0,815.24,False
535,2024-01-23,Hotel,JFK,298.57,382.25,0.78,163,131,50074.75,0.804,22281,48,F,Silver,Corporate,113,Leisure,CAMP_A,True,False,0.18,0.65,False,55.96,5.82,False,215.23,2.56,Medium,,,
536,2024-10-23,Hotel,DXB,219.81,197.12,0.4,207,82,16163.84,0.396,14115,47,F,None,Direct,89,Leisure,NONE,False,False,0.0,0.48,False,16.51,8.68,False,217.71,12.81,Low,,,
537,2024-08-23,Hotel,LHR,86.37,102.47,0.69,183,127,13013.69,0.694,27671,55,F,None,Corporate,89,Business,CAMP_A,True,False,0.37,-0.04,False,18.78,4.83,False,129.09,6.16,Low,,,
538,2024-12-06,Flight,SIN,443.17,488.43,0.6,146,86,42004.98,0.589,14221,69,M,None,OTA,14,Leisure,CAMP_B,True,False,0.06,-0.58,False,156.26,31.64,False,2274.47,39.76,Medium,10379.0,983.19,False
539,2024-03-10,Hotel,SYD,242.71,334.19,0.88,283,247,82544.93,0.873,11639,47,F,Silver,Direct,76,Business,CAMP_C,True,False,0.22,-0.09,False,39.3,8.45,False,160.64,10.35,Low,,,
540,2024-07-25,Flight,SYD,307.51,423.1,0.88,133,112,47387.2,0.842,38623,41,F,None,Direct,61,Family,CAMP_C,True,False,0.47,-0.21,False,40.84,27.69,False,2031.07,10.5,Low,4701.0,797.67,False
541,2024-01-15,Hotel,JFK,298.69,396.54,0.83,68,60,23792.4,0.882,48539,70,M,None,Corporate,68,Business,CAMP_A,True,True,0.03,-0.59,True,111.39,5.93,False,88.15,9.05,Medium,,,
542,2024-12-31,Hotel,JFK,261.13,348.58,0.83,194,165,57515.7,0.851,34755,25,F,None,OTA,75,Business,CAMP_B,True,True,0.16,-0.16,False,11.69,7.57,False,107.87,15.39,Medium,,,
543,2024-01-21,Hotel,LHR,212.7,289.52,0.86,299,261,75564.72,0.873,12031,65,F,Silver,OTA,28,Business,NONE,False,False,0.0,0.18,False,42.42,6.71,False,206.5,4.99,Medium,,,
544,2024-10-14,Flight,HKG,497.9,550.72,0.61,182,111,61129.92,0.61,44401,69,F,Gold,Agent,77,Other,NONE,False,False,0.0,0.2,False,28.47,29.9,False,2370.68,28.45,Low,13938.0,964.9,False
545,2024-09-01,Flight,CDG,454.37,553.31,0.72,199,142,78570.02,0.714,34896,66,F,Gold,OTA,94,Family,NONE,False,False,0.0,0.3,False,45.11,29.8,False,1374.85,42.68,Medium,6580.0,918.92,False
546,2024-02-27,Hotel,LHR,265.47,361.08,0.86,251,217,78354.36,0.865,30249,66,M,Platinum,Direct,48,Business,CAMP_B,True,False,0.5,0.48,False,98.92,8.57,False,107.69,11.81,Low,,,
547,2024-09-21,Hotel,DXB,214.71,224.64,0.55,170,89,19992.96,0.524,16061,18,M,Gold,Agent,79,Leisure,CAMP_A,True,False,0.53,-0.21,False,89.56,6.59,False,134.46,2.45,Low,,,
548,2024-06-20,Flight,DXB,560.06,637.29,0.64,389,251,159959.79,0.645,24641,61,M,Silver,Corporate,29,Leisure,CAMP_B,True,True,0.52,0.4,False,3.55,18.41,False,2134.7,3.32,Low,10034.0,830.12,False
549,2024-05-07,Hotel,HKG,95.24,122.9,0.79,172,137,16837.3,0.797,12174,20,F,None,Direct,93,Business,CAMP_B,True,False,0.48,-0.32,False,61.66,7.57,False,173.1,10.85,Low,,,
550,2024-10-23,Flight,CDG,280.43,367.44,0.81,265,216,79367.04,0.815,36696,32,M,None,Agent,49,Leisure,CAMP_B,True,False,0.13,0.02,True,70.09,35.35,False,1550.38,50.65,Low,11159.0,814.17,False
551,2024-01-20,Hotel,LHR,197.74,242.8,0.73,115,80,19424.0,0.696,18734,64,M,None,Direct,101,Family,CAMP_A,True,False,0.17,0.42,True,108.88,6.41,False,218.72,2.45,High,,,
552,2024-01-03,Flight,DXB,370.4,460.9,0.74,349,257,118451.3,0.736,26587,66,M,None,OTA,15,Business,CAMP_A,True,False,0.36,-0.73,False,41.49,21.99,False,2239.36,4.32,Low,1021.0,788.16,False
553,2024-04-03,Hotel,CDG,187.69,266.42,0.92,97,90,23977.8,0.928,21315,41,F,Gold,OTA,5,Other,CAMP_C,True,False,0.4,0.18,True,90.39,10.03,False,107.3,3.21,Low,,,
554,2024-10-08,Flight,JFK,636.93,644.24,0.51,142,67,43164.08,0.472,47013,51,M,Platinum,Agent,97,Leisure,CAMP_B,True,False,0.31,1.05,True,85.74,36.86,False,2176.87,18.56,Medium,429.0,903.71,False
555,2024-04-06,Hotel,LHR,236.35,331.33,0.9,275,244,80844.52,0.887,31533,20,M,None,Agent,55,Business,NONE,False,False,0.0,1.29,False,21.23,7.22,False,176.79,3.31,Low,,,
556,2024-03-18,Flight,JFK,637.05,775.95,0.72,278,196,152086.2,0.705,26244,48,M,Silver,Direct,75,Leisure,CAMP_A,True,False,0.16,-0.94,True,83.87,28.61,False,2121.56,29.83,High,11423.0,854.07,False
557,2024-07-27,Flight,CDG,385.48,495.31,0.78,362,282,139677.42,0.779,14443,27,M,Silver,Agent,10,Other,NONE,False,False,0.0,-0.5,True,12.94,29.02,False,2162.02,8.35,Medium,2358.0,881.34,False
558,2024-07-31,Flight,DXB,618.11,839.21,0.86,212,185,155253.85,0.873,43534,49,F,Gold,OTA,112,Leisure,CAMP_A,True,False,0.48,0.09,False,58.48,33.1,False,2377.03,52.2,Low,5342.0,879.3,False
559,2024-02-27,Hotel,SIN,150.85,198.56,0.82,272,226,44874.56,0.831,30566,64,M,None,Direct,14,Business,NONE,False,False,0.0,0.16,True,73.92,8.47,False,153.67,3.59,Low,,,
560,2024-12-11,Hotel,DXB,270.03,277.26,0.53,266,135,37430.1,0.508,43659,48,F,None,OTA,76,Other,CAMP_A,True,False,0.59,1.2,False,28.91,6.89,False,225.58,16.29,Medium,,,
561,2024-03-21,Hotel,JFK,253.2,294.41,0.66,258,168,49460.88,0.651,34285,20,M,Platinum,OTA,101,Leisure,CAMP_A,True,True,0.41,0.44,True,53.1,4.55,False,178.77,20.93,Low,,,
562,2024-06-23,Hotel,SIN,206.86,260.62,0.76,56,46,11988.52,0.821,42987,63,M,None,OTA,46,Leisure,CAMP_B,True,False,0.53,0.36,True,21.89,7.26,False,253.55,2.69,High,,,
563,2024-02-25,Hotel,HKG,231.56,304.78,0.82,139,110,33525.8,0.791,47443,59,F,Gold,OTA,21,Family,CAMP_A,True,False,0.56,0.19,False,64.97,5.15,False,239.97,5.35,Low,,,
564,2024-03-16,Hotel,DXB,204.81,227.16,0.61,101,62,14083.92,0.614,10001,44,M,Gold,Direct,97,Family,CAMP_A,True,True,0.59,-0.38,False,80.22,5.44,False,146.85,0.57,Low,,,
565,2024-07-04,Hotel,CDG,224.92,287.1,0.78,242,190,54549.0,0.785,30434,26,F,None,Corporate,89,Business,CAMP_A,True,False,0.06,0.3,True,11.85,6.71,False,172.73,27.95,Low,,,
566,2024-03-18,Hotel,SIN,153.22,177.19,0.66,288,186,32957.34,0.646,32863,57,F,Silver,Corporate,33,Business,CAMP_C,True,True,0.36,0.45,False,283.26,5.26,False,46.57,15.19,Low,,,
567,2024-11-28,Hotel,SYD,215.84,298.47,0.88,199,176,52530.72,0.884,31539,59,M,None,Agent,103,Business,NONE,False,False,0.0,0.23,True,55.66,9.69,False,132.23,3.05,Low,,,
568,2024-05-04,Hotel,DXB,186.95,194.48,0.54,113,58,11279.84,0.513,29996,50,M,None,Corporate,115,Family,CAMP_B,True,False,0.34,0.4,True,1.87,10.73,False,95.44,3.29,Low,,,
569,2024-05-27,Hotel,JFK,157.41,177.85,0.63,271,168,29878.8,0.62,31006,44,M,None,OTA,5,Leisure,CAMP_A,True,False,0.46,-0.32,False,32.34,6.54,False,137.03,23.78,High,,,
570,2024-12-11,Hotel,JFK,274.97,337.51,0.73,55,44,14850.44,0.8,13063,59,F,None,Agent,72,Business,CAMP_B,True,False,0.52,-0.63,True,13.36,8.91,False,174.33,0.29,Medium,,,
571,2024-05-20,Flight,LHR,705.6,949.16,0.85,130,109,103458.44,0.838,39267,57,M,None,OTA,101,Leisure,NONE,False,False,0.0,0.87,False,48.11,30.08,False,2151.65,36.58,High,14550.0,838.84,False
572,2024-11-01,Hotel,HKG,108.22,160.69,0.98,140,133,21371.77,0.95,43053,58,F,None,Corporate,67,Leisure,CAMP_B,True,True,0.33,-0.3,True,21.42,10.37,False,218.52,0.44,Low,,,
573,2024-07-27,Hotel,CDG,267.55,268.76,0.5,241,120,32251.2,0.498,33898,68,M,None,Direct,111,Business,NONE,False,False,0.0,-0.27,False,35.9,8.14,False,197.15,5.55,Low,,,
574,2024-01-08,Hotel,HKG,225.0,378.51,1.18,252,252,95384.52,1.0,32962,49,M,Platinum,Corporate,119,Business,CAMP_A,True,True,0.13,-0.2,False,68.85,9.06,False,93.68,10.73,Low,,,
575,2024-07-20,Flight,CDG,628.53,790.48,0.76,195,146,115410.08,0.749,15602,56,M,None,Direct,4,Other,NONE,False,False,0.0,-0.33,False,72.81,33.16,False,1943.71,17.9,Low,11915.0,905.58,False
576,2024-10-18,Hotel,DXB,116.15,159.55,0.87,218,192,30633.6,0.881,39680,63,M,Platinum,Corporate,69,Business,CAMP_B,True,False,0.59,0.42,False,9.91,7.44,False,120.39,6.45,Low,,,
577,2024-04-25,Flight,CDG,489.26,687.93,0.91,347,316,217385.88,0.911,37678,64,M,None,OTA,108,Leisure,CAMP_B,True,False,0.14,-0.68,False,71.79,18.58,False,1838.94,45.7,Low,9597.0,868.89,False
578,2024-04-03,Hotel,DXB,179.0,171.91,0.46,118,58,9970.78,0.492,27280,41,F,None,Agent,36,Leisure,CAMP_B,True,True,0.54,0.02,True,49.07,7.85,False,149.6,13.87,Medium,,,
579,2024-01-24,Hotel,HKG,184.93,250.71,0.86,119,101,25321.71,0.849,11868,35,F,None,Agent,108,Family,CAMP_A,True,False,0.4,-0.54,True,153.24,7.76,False,160.58,5.37,Medium,,,
580,2024-11-16,Flight,HKG,420.45,435.04,0.53,389,208,90488.32,0.535,37695,26,F,Gold,Agent,20,Other,CAMP_A,True,False,0.36,0.07,True,17.55,30.87,False,2328.75,8.22,Low,4618.0,853.62,False
581,2024-10-18,Flight,SIN,582.15,652.7,0.62,299,188,122707.6,0.629,11751,47,F,Silver,OTA,21,Business,CAMP_B,True,True,0.15,-0.38,True,38.79,28.22,False,1354.34,7.59,Low,4448.0,870.97,False
582,2024-08-05,Flight,CDG,589.81,870.12,0.98,324,319,277568.28,0.985,44422,69,F,Gold,Direct,36,Leisure,CAMP_A,True,False,0.1,-0.82,True,54.59,33.5,False,1954.74,12.29,Medium,12999.0,860.71,False
583,2024-04-08,Hotel,JFK,182.79,240.78,0.82,171,136,32746.08,0.795,42702,55,F,None,Corporate,40,Business,CAMP_A,True,False,0.48,0.83,False,61.03,8.37,False,149.12,9.13,Low,,,
584,2024-11-30,Flight,DXB,555.67,608.68,0.6,133,75,45651.0,0.564,12229,27,F,None,Direct,24,Business,CAMP_C,True,False,0.14,-0.31,False,26.43,36.89,False,2000.32,17.74,Low,7139.0,852.89,False
585,2024-06-13,Flight,DXB,236.29,281.95,0.69,147,98,27631.1,0.667,25000,19,M,None,OTA,3,Family,CAMP_C,True,False,0.35,0.24,False,89.77,39.09,False,2405.68,56.68,High,13461.0,804.55,False
586,2024-01-03,Hotel,DXB,164.83,238.7,0.95,263,246,58720.2,0.935,22041,41,M,Silver,Corporate,101,Business,NONE,False,False,0.0,-0.71,True,101.39,4.09,False,144.74,13.93,Medium,,,
587,2024-09-21,Hotel,SIN,286.35,359.46,0.76,291,216,77643.36,0.742,24666,62,F,None,Agent,100,Family,CAMP_B,True,False,0.57,0.54,True,31.88,5.02,False,147.39,13.81,Low,,,
588,2024-11-26,Hotel,SYD,86.46,108.53,0.76,79,55,5969.15,0.696,45018,67,F,None,Direct,58,Leisure,NONE,False,False,0.0,0.85,False,30.91,7.79,False,107.39,9.02,Medium,,,
589,2024-02-19,Hotel,DXB,208.25,271.31,0.8,105,82,22247.42,0.781,26325,29,F,Gold,OTA,29,Business,NONE,False,False,0.0,0.26,False,90.39,11.91,False,154.87,0.61,Medium,,,
590,2024-12-08,Flight,SYD,409.77,592.09,0.94,229,211,124930.99,0.921,40038,56,F,Gold,OTA,19,Family,CAMP_B,True,False,0.26,-0.33,True,38.95,29.33,False,2093.2,13.17,Low,5102.0,844.55,False
591,2024-04-19,Flight,LHR,428.12,539.37,0.76,362,272,146708.64,0.751,20222,47,F,None,Direct,83,Family,NONE,False,False,0.0,0.07,False,115.73,26.63,False,2293.59,7.94,Low,8953.0,802.77,False
592,2024-08-27,Hotel,SIN,232.08,265.77,0.65,255,166,44117.82,0.651,49157,28,M,Gold,Agent,114,Other,CAMP_A,True,False,0.15,0.55,True,38.38,6.92,False,108.3,11.18,Low,,,
593,2024-05-14,Hotel,JFK,128.28,171.88,0.84,139,112,19250.56,0.806,11760,56,F,Gold,OTA,75,Business,NONE,False,False,0.0,0.73,False,38.17,7.13,False,189.24,8.91,Low,,,
594,2024-07-27,Hotel,HKG,174.77,179.9,0.53,109,56,10074.4,0.514,31659,18,F,Silver,Agent,4,Other,CAMP_A,True,False,0.02,0.08,False,30.22,7.42,False,179.7,13.15,Low,,,
595,2024-02-28,Hotel,SYD,258.75,333.3,0.79,265,210,69993.0,0.792,41584,41,M,None,OTA,67,Business,CAMP_C,True,False,0.16,-0.74,False,35.56,8.74,False,109.58,18.55,Low,,,
596,2024-02-08,Hotel,DXB,194.48,286.07,0.97,225,219,62649.33,0.973,46146,31,M,Silver,OTA,58,Leisure,CAMP_C,True,False,0.11,-0.16,True,37.19,7.35,False,154.09,8.93,Low,,,
597,2024-12-04,Hotel,HKG,162.3,219.11,0.85,234,193,42288.23,0.825,23186,44,F,None,Agent,69,Business,CAMP_A,True,False,0.07,0.17,False,39.46,8.22,False,175.64,22.07,Low,,,
598,2024-08-27,Hotel,CDG,307.95,313.63,0.52,148,77,24149.51,0.52,23830,28,M,None,Agent,98,Leisure,CAMP_A,True,False,0.07,0.29,True,18.16,9.31,False,195.77,1.91,Low,,,
599,2024-09-05,Flight,CDG,571.16,619.34,0.58,287,170,105287.8,0.592,42248,28,M,None,Direct,98,Business,CAMP_A,True,False,0.08,0.48,True,6.56,24.46,False,1934.67,20.06,Low,3213.0,792.95,False
600,2024-02-28,Hotel,CDG,149.76,195.29,0.8,300,245,47846.05,0.817,17492,59,F,Silver,OTA,118,Leisure,CAMP_C,True,True,0.4,-0.03,True,68.88,6.9,False,172.42,9.22,Low,,,
601,2024-02-23,Hotel,DXB,173.06,217.16,0.75,225,169,36700.04,0.751,19335,40,F,Silver,Corporate,19,Business,CAMP_B,True,False,0.48,-0.82,False,34.48,7.4,False,230.08,10.07,Low,,,
602,2024-03-31,Flight,SYD,475.36,552.29,0.66,259,172,94993.88,0.664,25157,48,M,Gold,Agent,102,Family,CAMP_A,True,False,0.43,0.07,True,114.43,25.83,False,1954.64,104.73,Low,14867.0,795.91,False
603,2024-08-13,Hotel,SIN,150.99,177.93,0.68,94,62,11031.66,0.66,40748,49,M,None,Agent,101,Business,CAMP_A,True,True,0.05,1.15,False,19.01,10.4,False,132.24,2.61,Low,,,
604,2024-01-21,Flight,CDG,432.86,535.33,0.74,122,88,47109.04,0.721,39980,56,M,Silver,OTA,31,Leisure,NONE,False,False,0.0,0.56,False,78.99,30.5,False,2168.94,40.64,Low,5326.0,831.59,False
605,2024-05-11,Hotel,LHR,253.53,367.1,0.95,174,160,58736.0,0.92,23963,55,M,Gold,Direct,27,Leisure,NONE,False,False,0.0,0.05,True,75.06,8.8,False,117.43,1.37,Low,,,
606,2024-08-06,Flight,SIN,468.26,693.8,0.98,255,248,172062.4,0.973,36351,25,F,Gold,OTA,80,Business,CAMP_A,True,False,0.55,-0.5,False,7.01,34.73,False,2246.96,31.44,Medium,9305.0,871.76,False
607,2024-08-18,Flight,CDG,415.2,459.64,0.61,157,98,45044.72,0.624,35682,52,M,Silver,Agent,44,Business,NONE,False,False,0.0,-0.45,False,60.45,21.81,False,1964.69,48.01,Low,769.0,897.03,False
608,2024-12-14,Flight,DXB,308.39,409.14,0.83,364,302,123560.28,0.83,40732,39,F,Silver,Corporate,76,Business,CAMP_B,True,False,0.24,0.63,False,90.22,29.88,False,2387.96,17.98,Low,1135.0,854.79,False
609,2024-07-29,Hotel,JFK,225.78,242.97,0.58,291,168,40818.96,0.577,35145,65,M,Silver,Agent,82,Business,NONE,False,False,0.0,0.11,False,33.87,10.01,False,185.38,1.19,Medium,,,
610,2024-01-05,Hotel,SYD,182.09,196.6,0.58,288,167,32832.2,0.58,46935,26,F,None,Corporate,98,Business,NONE,False,False,0.0,-0.24,False,18.16,7.02,False,135.41,10.58,Medium,,,
611,2024-12-12,Hotel,JFK,107.07,152.31,0.92,202,183,27872.73,0.906,24229,61,F,None,Corporate,98,Business,CAMP_A,True,False,0.06,-0.19,True,13.07,5.0,False,131.85,2.73,Low,,,
612,2024-08-03,Hotel,HKG,148.79,192.68,0.79,204,159,30636.12,0.779,16214,57,M,None,Corporate,78,Business,CAMP_B,True,False,0.02,0.49,True,19.58,4.78,True,181.95,12.56,Medium,,,
613,2024-02-03,Flight,JFK,268.88,343.39,0.78,197,153,52538.67,0.777,43014,68,M,Gold,Agent,78,Leisure,NONE,False,False,0.0,-0.05,False,55.45,27.58,True,2486.73,38.25,Low,2943.0,831.4,False
614,2024-05-09,Hotel,CDG,218.15,257.41,0.68,61,39,10038.99,0.639,47260,20,M,None,Corporate,69,Business,CAMP_A,True,False,0.21,0.72,True,66.31,9.34,False,176.7,4.55,Medium,,,
615,2024-04-22,Hotel,CDG,234.36,304.55,0.8,298,240,73092.0,0.805,34940,64,M,Silver,Corporate,18,Other,CAMP_A,True,False,0.47,0.71,True,32.2,4.75,False,174.01,24.04,Medium,,,
616,2024-11-12,Flight,SIN,372.9,478.9,0.78,276,217,103921.3,0.786,34681,55,M,Gold,OTA,34,Other,CAMP_B,True,True,0.22,1.04,False,31.88,20.42,False,2034.24,25.12,Low,14081.0,820.82,False
617,2024-07-31,Hotel,LHR,357.16,426.57,0.69,163,115,49055.55,0.706,47947,35,M,Silver,Direct,1,Leisure,CAMP_A,True,False,0.33,0.26,False,109.6,8.61,False,130.48,3.88,Medium,,,
618,2024-01-25,Hotel,DXB,266.29,372.17,0.9,281,255,94903.35,0.907,10302,68,M,None,Agent,37,Business,CAMP_C,True,False,0.45,0.04,True,37.56,10.8,False,197.93,6.38,Low,,,
